BOROUGH,LATITUDE,LONGITUDE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,IS_RUSH_HOUR,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1,TARGET
MANHATTAN,40.774944,-73.988045,17,4,3,0,1,Failure to Yield Right-of-Way,Moped,0
MANHATTAN,40.7668758,-73.979076,15,3,8,0,0,Unspecified,VAN,0
BRONX,40.8473266,-73.9037402,8,2,8,0,1,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.6839941,-73.838942,17,2,10,0,1,Glare,SPORT UTILITY / STATION WAGON,0
QUEENS,40.700634,-73.822876,23,1,9,0,0,Backing Unsafely,Sedan,0
QUEENS,40.744015,-73.86585,22,2,8,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.646628,-73.9039829,18,6,7,1,1,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.621353,-74.006355,0,5,10,1,0,Backing Unsafely,,0
,40.774292,-73.95127,18,2,10,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8565103,-73.8973068,13,1,4,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.800148,-73.93922,15,6,5,1,0,,,0
BROOKLYN,40.6362673,-73.9480158,22,3,1,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.6978325,-73.9367593,8,1,8,0,1,Unspecified,SPORT UTILITY / STATION WAGON,1
BROOKLYN,40.62077,-73.936356,10,0,8,0,0,Failure to Yield Right-of-Way,Sedan,0
,40.59595,-74.07282,18,2,1,0,1,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,0
,40.773594,-73.91179,16,6,9,1,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.80362,-73.96544,15,0,3,0,0,Unspecified,Taxi,0
MANHATTAN,40.7357898,-73.9853608,15,0,9,0,0,Unspecified,TAXI,0
BROOKLYN,40.68026,-73.901886,22,2,9,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
BRONX,40.816864,-73.882744,13,4,11,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6104,-73.9586,12,4,11,0,0,Failure to Yield Right-of-Way,Sedan,1
MANHATTAN,40.7222418,-73.9862873,21,2,1,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
,,,13,3,1,0,0,Driver Inattention/Distraction,Box Truck,1
BRONX,40.815697,-73.91678,20,0,8,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BRONX,40.811974,-73.90854,18,4,3,0,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.767197,-73.98405,10,0,6,0,0,Unsafe Lane Changing,Taxi,1
BROOKLYN,40.6744323,-73.9669343,18,4,1,0,1,Lost Consciousness,PASSENGER VEHICLE,0
QUEENS,40.743973,-73.8851,14,2,9,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.64983,-74.00909,14,6,12,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.678394,-73.94692,21,0,1,0,0,Unspecified,Sedan,0
BROOKLYN,40.65525,-73.952965,18,6,12,1,1,Unspecified,Sedan,0
QUEENS,40.74955,-73.88618,16,0,1,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,,,21,5,7,1,0,Unspecified,Sedan,0
BROOKLYN,40.661964,-73.95705,15,0,9,0,0,Traffic Control Disregarded,,0
BRONX,0.0,0.0,15,1,10,0,0,Traffic Control Disregarded,Sedan,0
QUEENS,40.754807,-73.8748109,8,4,1,0,1,Unspecified,UNKNOWN,0
QUEENS,,,18,2,12,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.689842,-73.850075,21,1,6,0,0,Failure to Yield Right-of-Way,,0
MANHATTAN,40.74769,-74.00417,19,6,12,1,0,Failure to Yield Right-of-Way,,0
QUEENS,40.7354974,-73.8697016,18,2,8,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.628586,-73.92112,11,3,7,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.615993,-74.16361,17,4,12,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.8401945,-73.9430642,10,6,6,1,0,Prescription Medication,PASSENGER VEHICLE,1
BROOKLYN,40.65474,-73.90693,5,1,3,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6795637,-73.9484147,2,2,12,0,0,Unspecified,OTHER,0
BROOKLYN,40.6750535,-73.9472285,22,4,8,0,0,Unspecified,UNKNOWN,0
,40.699547,-73.83246,17,1,10,0,1,Driver Inattention/Distraction,,0
,40.78202,-73.97173,14,4,8,0,0,Reaction to Uninvolved Vehicle,Taxi,1
,40.64311,-74.016075,17,3,2,0,1,Failure to Yield Right-of-Way,Bike,1
BROOKLYN,40.647007,-73.946266,0,3,10,0,0,Driver Inattention/Distraction,Sedan,0
QUEENS,40.70975,-73.79562,10,2,2,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.821438,-73.94857,15,2,9,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
,40.742043,-73.95436,19,1,9,0,0,Unspecified,Bike,0
,40.825115,-73.92541,17,5,7,1,1,Driver Inattention/Distraction,E-Scooter,0
MANHATTAN,40.7979463,-73.9400231,19,5,3,1,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.736736,-73.995346,11,0,11,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.661965,-73.9570428,22,0,11,0,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.707954,-73.83715,21,2,8,0,0,Driver Inattention/Distraction,Sedan,1
MANHATTAN,40.806126,-73.9635,18,5,3,1,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.7430998,-73.9740095,20,2,7,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.780693,-73.9466,4,1,3,0,0,Failure to Yield Right-of-Way,Dump,0
BROOKLYN,40.6771023,-73.9247844,22,1,12,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BRONX,40.868805,-73.89055,14,4,5,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
,40.76359,-73.98144,21,0,6,0,0,Driver Inattention/Distraction,Sedan,0
,,,5,1,11,0,0,Failure to Yield Right-of-Way,OTHER,0
BROOKLYN,40.592773,-73.97869,17,2,2,0,1,Unspecified,,0
QUEENS,40.7609092,-73.8729368,23,4,10,0,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.77939,-73.81913,20,2,9,0,0,Unspecified,Sedan,1
BROOKLYN,40.652313,-73.95602,20,5,12,1,0,Unspecified,Sedan,0
BROOKLYN,40.697075,-73.93185,20,1,10,0,0,Traffic Control Disregarded,Sedan,1
,40.761234,-73.96389,20,2,5,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.60171,-73.96621,18,6,3,1,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.63825,-73.91766,20,5,4,1,0,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.7655201,-73.9800367,2,4,8,0,0,Unspecified,MOTORCYCLE,0
MANHATTAN,40.751564,-73.97638,22,0,4,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6556338,-73.9598617,19,3,10,0,0,Unspecified,UNKNOWN,1
,40.713596,-73.85964,19,1,6,0,0,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.6495238,-73.9807129,16,0,8,0,1,Prescription Medication,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.753384,-73.992615,10,2,3,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,1
STATEN ISLAND,40.633198,-74.08446,13,5,12,1,0,Unspecified,Sedan,1
MANHATTAN,40.8032165,-73.9525305,7,0,9,0,1,Driver Inattention/Distraction,TAXI,1
BROOKLYN,40.66495,-73.922874,12,3,10,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,E-Bike,0
QUEENS,40.7132279,-73.8234254,18,1,12,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6299,-73.95739,1,0,5,0,0,Driver Inattention/Distraction,E-Bike,1
BROOKLYN,40.57557,-73.981224,21,5,9,1,0,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.640976,-73.982346,17,6,1,1,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.704494,-73.92929,1,2,9,0,0,Passing or Lane Usage Improper,Bike,1
QUEENS,40.69964,-73.91038,13,1,6,0,0,Unspecified,Sedan,0
BROOKLYN,40.65777,-73.93962,14,0,1,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.696198,-73.98869,18,0,1,0,1,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.7678648,-73.7381752,16,0,1,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
,40.65983,-73.95347,16,1,10,0,1,Driver Inattention/Distraction,Sedan,1
MANHATTAN,40.7915698,-73.9446768,13,0,10,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.5988893,-73.9933634,20,2,12,0,0,Unspecified,PASSENGER VEHICLE,0
,40.810276,-73.94738,20,6,8,1,0,Failure to Yield Right-of-Way,Multi-Wheeled Vehicle,0
QUEENS,,,21,1,3,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BRONX,40.8341632,-73.9222182,19,4,8,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6636039,-73.9343912,16,2,7,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,1
,40.66831,-73.98978,11,2,11,0,0,Driver Inattention/Distraction,Sedan,1
BROOKLYN,40.640625,-73.9863,11,2,7,0,0,Unspecified,Tow Truck / Wrecker,0
BRONX,40.81458,-73.9246,9,5,1,1,1,Aggressive Driving/Road Rage,Taxi,0
MANHATTAN,40.74197,-73.980865,17,1,1,0,1,Unspecified,Sedan,0
BROOKLYN,40.6515136,-73.9352031,7,3,10,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.69335,-73.934135,7,1,4,0,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.8635725,-73.9260124,4,6,7,1,0,Traffic Control Disregarded,UNKNOWN,0
STATEN ISLAND,40.560474,-74.16689,19,6,4,1,0,Unspecified,Sedan,0
BRONX,40.827232,-73.84365,17,4,8,0,1,Failure to Yield Right-of-Way,Bike,1
,40.852383,-73.92048,19,6,10,1,0,Unspecified,Bike,1
BRONX,40.8357786,-73.9164739,11,0,2,0,0,Other Electronic Device,PASSENGER VEHICLE,0
BROOKLYN,40.659412,-73.93896,15,5,7,1,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.580425,-73.97166,17,6,10,1,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.8240317,-73.9447582,20,1,7,0,0,Cell Phone (hand-held),PASSENGER VEHICLE,1
,40.75472,-73.940254,7,3,10,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.76749,-73.99625,17,0,3,0,1,Passing or Lane Usage Improper,Bike,1
,40.77719,-73.95225,18,3,5,0,1,Driver Inattention/Distraction,Taxi,0
BROOKLYN,40.63524,-73.967636,0,6,6,1,0,,,0
BRONX,40.820305,-73.89083,17,1,12,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6605095,-73.9628143,21,5,7,1,0,Unspecified,LIVERY VEHICLE,0
BROOKLYN,40.6801624,-73.893187,10,2,7,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
BROOKLYN,40.70025,-73.93774,8,0,1,0,1,Failure to Yield Right-of-Way,Sedan,1
BRONX,40.86648,-73.88525,14,2,10,0,0,,,0
BROOKLYN,40.660843,-73.93899,8,1,12,0,1,Driver Inattention/Distraction,Sedan,0
BRONX,40.85876,-73.89736,19,3,12,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.7071305,-73.9032574,16,0,8,0,1,Alcohol Involvement,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.762802,-73.965675,17,1,5,0,1,Unspecified,Taxi,1
BROOKLYN,40.6772559,-73.9060154,18,1,1,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.71977,-73.96232,11,0,8,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.7460428,-73.8260812,8,2,11,0,1,Unspecified,MOTORCYCLE,0
BRONX,40.83955,-73.91595,15,4,1,0,0,Turning Improperly,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.667156,-73.9101,7,1,12,0,1,Turning Improperly,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7488906,-73.9421353,19,3,12,0,0,Unspecified,TAXI,0
MANHATTAN,40.769848,-73.98432,17,6,12,1,1,Unspecified,,0
QUEENS,40.5784218,-73.8413853,16,3,7,0,1,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,1
BROOKLYN,40.70547,-73.95024,21,2,5,0,0,Driver Inattention/Distraction,Bike,1
BRONX,40.8330504,-73.9059182,0,1,9,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.610863,-74.00864,12,4,9,0,0,Turning Improperly,Station Wagon/Sport Utility Vehicle,0
,40.848793,-73.91495,8,4,8,0,1,Cell Phone (hand-Held),Bus,0
QUEENS,40.750393,-73.87443,11,5,2,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.72498,-73.794235,0,4,6,0,0,Driver Inattention/Distraction,Sedan,0
,,,19,6,5,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,0
BROOKLYN,40.634464,-74.014206,9,2,4,0,1,Failure to Yield Right-of-Way,Taxi,0
,40.815525,-73.89503,4,0,9,0,0,Unspecified,,0
BROOKLYN,40.576275,-73.98796,10,5,5,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BRONX,40.8292339,-73.8755055,15,2,9,0,0,Unspecified,VAN,1
,40.863113,-73.920616,15,6,12,1,0,Unspecified,Sedan,0
BROOKLYN,40.64281,-73.90887,13,1,10,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6683599,-73.9559068,11,5,8,1,0,Unspecified,PASSENGER VEHICLE,1
QUEENS,40.7343762,-73.8734167,21,4,12,0,0,View Obstructed/Limited,PASSENGER VEHICLE,0
MANHATTAN,40.80641,-73.94227,14,4,10,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.76291,-73.91582,18,0,1,0,1,Failure to Yield Right-of-Way,Bike,1
,,,10,5,11,1,0,Unspecified,VAN,0
MANHATTAN,40.78452,-73.97948,16,4,4,0,1,Other Vehicular,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6717575,-73.9197075,19,4,2,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
,,,4,4,10,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.776016,-73.98724,7,2,1,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,,,17,1,11,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.8018159,-73.9392864,12,2,11,0,0,Unspecified,OTHER,0
,40.709343,-73.8178,13,0,4,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.6889456,-73.8532092,8,4,3,0,1,Glare,PASSENGER VEHICLE,0
QUEENS,40.76548,-73.913704,21,4,3,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7100797,-73.8484736,1,5,2,1,0,Unspecified,PASSENGER VEHICLE,0
BRONX,40.812126,-73.90419,17,4,9,0,1,Passing or Lane Usage Improper,Bike,1
BROOKLYN,40.574593,-73.98764,13,0,4,0,0,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.76031,-73.971695,12,5,8,1,0,Unspecified,Bike,1
BRONX,40.87829,-73.87006,14,5,11,1,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.68122,-73.98047,16,4,2,0,1,Unspecified,Sedan,0
QUEENS,40.72416,-73.754974,20,0,4,0,0,Driver Inattention/Distraction,Sedan,0
,,,20,1,10,0,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.705956,-73.79231,14,0,4,0,0,Unspecified,Pick-up Truck,0
MANHATTAN,40.73032,-74.004684,14,2,2,0,0,Failure to Yield Right-of-Way,Taxi,1
BROOKLYN,40.62368,-73.99772,21,4,3,0,0,Driver Inattention/Distraction,Sedan,1
BROOKLYN,40.61545,-73.93992,17,1,11,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.64485,-73.96002,9,2,9,0,1,Unspecified,PK,0
MANHATTAN,40.842648,-73.936806,3,1,11,0,0,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.6366868,-73.941285,20,3,11,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.675053,-73.87435,22,1,7,0,0,Failure to Yield Right-of-Way,Sedan,1
MANHATTAN,40.7254721,-73.9839596,7,1,8,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
,40.685772,-73.947876,19,6,11,1,0,Driver Inattention/Distraction,Sedan,0
BRONX,40.88357,-73.854965,14,3,4,0,0,Passing or Lane Usage Improper,Sedan,0
BROOKLYN,40.595921,-73.9410184,21,2,10,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
MANHATTAN,40.798935,-73.93637,0,5,3,1,0,Failure to Yield Right-of-Way,Sedan,0
,,,15,6,7,1,0,Unspecified,TAXI,1
MANHATTAN,40.7992404,-73.9628704,22,6,12,1,0,Unspecified,UNKNOWN,0
MANHATTAN,40.7517013,-73.9864003,11,3,8,0,0,Unspecified,TAXI,1
,40.61855,-73.9395,14,1,11,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
,40.86157,-73.913185,20,0,8,0,0,Unspecified,Sedan,0
QUEENS,40.68275,-73.82043,8,4,11,0,1,Unspecified,Sedan,0
BRONX,40.8402464,-73.9018784,6,2,1,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.677208,-73.89723,14,5,11,1,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.6839359,-73.8711869,16,3,4,0,1,Unspecified,,0
,,,16,5,8,1,1,Unspecified,Bus,1
MANHATTAN,40.7586447,-73.9813418,14,3,7,0,0,Lost Consciousness,UNKNOWN,1
MANHATTAN,40.79634,-73.934135,7,5,6,1,1,Unspecified,Taxi,0
MANHATTAN,40.7929327,-73.9479007,12,5,9,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.73986,-73.995026,20,5,2,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6825097,-73.9763154,22,5,1,1,0,Fatigued/Drowsy,PASSENGER VEHICLE,0
MANHATTAN,40.767494,-73.95933,8,5,7,1,1,Failure to Yield Right-of-Way,Sedan,0
,,,8,3,2,0,1,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.6457036,-73.901433,18,4,6,0,1,Backing Unsafely,PASSENGER VEHICLE,0
MANHATTAN,40.77207,-73.94994,13,6,11,1,0,Passing or Lane Usage Improper,Bike,0
BROOKLYN,40.6354937,-74.0095587,7,4,12,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.659477,-73.908134,17,5,8,1,1,Unspecified,Sedan,0
,40.76577,-73.919,14,5,5,1,0,Turning Improperly,Sedan,1
,40.71523,-74.01334,11,5,10,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,0
QUEENS,40.67824,-73.7711,17,0,1,0,1,Failure to Yield Right-of-Way,Sedan,0
,40.66012,-73.95058,21,6,7,1,0,Turning Improperly,Sedan,0
QUEENS,40.6999276,-73.9058789,13,6,10,1,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6364471,-73.9451224,16,0,6,0,1,Driver Inattention/Distraction,UNKNOWN,1
BROOKLYN,40.607338,-73.96189,18,4,2,0,1,Unspecified,Taxi,0
,,,7,2,12,0,1,Unspecified,Sedan,0
QUEENS,40.6969221,-73.7641847,17,6,8,1,1,Unspecified,SPORT UTILITY / STATION WAGON,1
BROOKLYN,40.6945594,-73.9065464,14,0,5,0,0,Unspecified,PASSENGER VEHICLE,1
STATEN ISLAND,40.560394,-74.1200527,10,5,9,1,0,Other Vehicular,PASSENGER VEHICLE,0
,40.687504,-73.91465,20,5,5,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.68801,-73.98031,13,2,2,0,0,,,0
MANHATTAN,40.7547072,-73.9916334,23,4,5,0,0,Failure to Yield Right-of-Way,LIVERY VEHICLE,0
BROOKLYN,40.731297,-73.95783,15,4,10,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.5916,-73.960686,9,6,4,1,1,Driver Inattention/Distraction,Sedan,0
,40.766857,-73.827354,10,1,6,0,0,Failure to Yield Right-of-Way,Sedan,1
MANHATTAN,40.712463,-73.99241,21,4,4,0,0,Unspecified,Sedan,0
BROOKLYN,40.678543,-73.949684,20,2,12,0,0,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.665508,-73.9927692,11,4,10,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,40.665348,-73.72986,9,0,3,0,1,,,0
QUEENS,40.683777,-73.76975,19,3,11,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.7246381,-73.9481706,17,2,6,0,1,Driver Inattention/Distraction,OTHER,1
QUEENS,40.7472683,-73.8569821,21,3,9,0,0,Passenger Distraction,PASSENGER VEHICLE,1
BRONX,40.882175,-73.88692,8,2,9,0,1,Passing Too Closely,Bike,0
BROOKLYN,40.6889031,-73.9809286,15,4,6,0,0,Turning Improperly,PASSENGER VEHICLE,0
MANHATTAN,40.78113,-73.9835273,9,4,9,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.714214,-73.96337,8,0,10,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6977606,-73.9687403,7,3,4,0,1,Unspecified,SPORT UTILITY / STATION WAGON,1
BROOKLYN,40.7018628,-73.9438243,8,5,8,1,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
BROOKLYN,40.674313,-73.95009,21,2,10,0,0,Passing or Lane Usage Improper,Bike,1
BROOKLYN,40.622787,-73.9901,16,0,11,0,1,Unspecified,Sedan,1
BRONX,40.879555,-73.904335,8,4,12,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
,,,19,6,7,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
,,,12,4,10,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.716965,-73.99443,19,3,3,0,0,Unspecified,Taxi,0
BRONX,40.81304,-73.908165,8,1,11,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6362834,-73.9836351,10,3,11,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
,40.631966,-74.15361,10,4,11,0,0,Failure to Yield Right-of-Way,Pick-up Truck,0
QUEENS,40.681778,-73.78156,18,5,2,1,1,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.746536,-73.985954,11,3,8,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.733242,-73.98113,13,3,3,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.713,-73.78237,19,4,8,0,0,,Sedan,0
BRONX,40.844368,-73.88902,5,6,10,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
QUEENS,40.7506603,-73.7019052,9,0,8,0,1,Unspecified,PASSENGER VEHICLE,0
,,,20,0,3,0,0,Unspecified,4 dr sedan,1
BRONX,,,5,2,4,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.631596,-73.98494,9,3,4,0,1,Backing Unsafely,,0
MANHATTAN,40.7622265,-73.9681866,21,4,12,0,0,Driver Inattention/Distraction,SMALL COM VEH(4 TIRES) ,0
BROOKLYN,40.607655,-73.99867,10,3,12,0,0,Driver Inexperience,PK,0
BRONX,40.844486,-73.846245,13,0,8,0,0,Driver Inattention/Distraction,Sedan,0
QUEENS,40.703396,-73.80005,21,3,8,0,0,Driver Inattention/Distraction,,0
BROOKLYN,40.649895,-73.90762,13,2,9,0,0,Failure to Yield Right-of-Way,Garbage or Refuse,0
BROOKLYN,40.6709552,-73.911064,15,3,1,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
,,,8,1,11,0,1,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.777973,-73.98216,5,0,12,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,0
QUEENS,40.70001,-73.830894,2,5,7,1,0,,,0
BROOKLYN,40.675434,-73.97797,18,3,1,0,1,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,0
,40.509674,-74.247475,21,1,12,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7484162,-73.8764794,15,0,6,0,0,Unspecified,PASSENGER VEHICLE,0
,40.805836,-73.94691,14,5,7,1,0,Aggressive Driving/Road Rage,E-Bike,1
BROOKLYN,40.6715968,-73.9905275,17,1,10,0,1,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.771782,-73.979195,23,1,12,0,0,Driver Inattention/Distraction,Van,1
QUEENS,40.7059067,-73.9104691,10,4,3,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.676342,-73.91093,15,4,7,0,0,Driver Inattention/Distraction,Sedan,0
,40.730137,-73.862366,14,1,12,0,0,Unsafe Lane Changing,Sedan,1
,40.653755,-73.88173,10,1,3,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.636368,-73.961586,13,2,8,0,0,Unspecified,Sedan,0
BROOKLYN,40.6837264,-73.9679609,7,4,10,0,1,Passenger Distraction,PASSENGER VEHICLE,0
,40.748955,-73.87136,14,0,2,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.707336,-74.004265,20,0,2,0,0,Driver Inattention/Distraction,Sedan,1
QUEENS,40.7595695,-73.8301393,8,2,10,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,,,13,2,4,0,0,Failure to Keep Right,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.725437,-73.95174,20,2,5,0,0,Pavement Slippery,Bike,1
MANHATTAN,40.81796,-73.94141,16,1,9,0,1,Failure to Yield Right-of-Way,Bike,1
,40.61884,-74.1548,22,5,5,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
,40.662804,-73.98834,16,2,9,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.7502815,-73.981124,2,4,8,0,0,Unspecified,TAXI,0
MANHATTAN,40.848392,-73.937675,12,2,4,0,0,Passing Too Closely,Bus,0
